URL,status_code,relevant
https://cheetah-ruby-32jb.squarespace.com/restorative-yoga,200.0,True
https://cglassdanceco.squarespace.com/store/p/haus-phone-case-brown,200.0,False
https://centerforyogala.com/schedule/,200.0,True
https://chevylaurent.com/category/uncategorized/,200.0,True
https://chimes-gopher-kc3p.squarespace.com/blog/tag/fear,200.0,False
https://chiton-semicircle-4gtn.squarespace.com/,200.0,True
https://christie-gera.squarespace.com/store/moondog-yoga-logo-coffee-mug,200.0,True
https://chrysalis-blenny-e6p7.squarespace.com/pages/invisible-illnesses,200.0,False
https://chloesutton.squarespace.com/blog/tag/inner+critic,200.0,False
https://circle-cymbals-hwc5.squarespace.com/shop-1,200.0,False
https://christinebradstreet.squarespace.com/blog/tag/Black+Lives+Matter,200.0,False
https://classpass.no/studios/total-balance-yoga-and-fitness-pittsburgh,200.0,True
https://clicktoselldirectoy.com/website-list-1130/,403.0,False
https://classpass.be/studios/total-balance-yoga-and-fitness-pittsburgh,200.0,True
https://classpass.dk/studios/total-balance-yoga-and-fitness-pittsburgh,200.0,True
https://classpass.se/studios/total-balance-yoga-and-fitness-pittsburgh,200.0,True
https://chinchilla-ray-jc83.squarespace.com/pricing-1,200.0,False
https://clavichord-caterpillar-w4y3.squarespace.com/events-workshops/meditative-painting,404.0,False
https://classpass.de/studios/total-balance-yoga-and-fitness-pittsburgh,200.0,True
https://chicken-antelope-l3wf.squarespace.com/pregnancy-postnatal-pilates,200.0,True
https://connected.linkspreed.com/read-blog/50869_pottery-breakfast-set-mug-and-plate-workshop.html,500.0,False
https://chinchilla-snail-j7af.squarespace.com/home,200.0,True
https://classpass.pt/studios/total-balance-yoga-and-fitness-pittsburgh,200.0,True
https://cofit.ca/tryfitnessforruralwomen,200.0,True
https://coldcowboyclub.com/,200.0,True
https://communityclayworks.com/classes-camps,200.0,False
https://cultivatemeditation.com/weekly-classes,200.0,False
https://cntrlmedia.com/freelancing-101-learn-build-and-grow-with-cntrl-media/,200.0,False
https://cod-trumpet-58e2.squarespace.com/events/reiki1may112024-fm82y-2pzya,404.0,False
https://damaistudiocafe.com/packages-2/,404.0,False
https://clownfish-ladybug-jr7h.squarespace.com/workshopsevents/mandala-workshop-yoga-mindful-drawing,200.0,True
https://coreculturestudio.co.uk/core-at-home/,202.0,False
https://connectedmindbody.net/events/reiki-restore,200.0,True
https://contrabass-lute-h5kw.squarespace.com/workshops-retreats,200.0,True
https://connie-viglietti.squarespace.com/events/2023intentionsym-bxwcr-kfz67-nw4nk-jt6xn-2chkr-4jb8d-wgeln,200.0,False
https://cycascircus.com.au/kids-circus-classes/,200.0,False
https://daughterofsamoa.life/birthwork-offerings,200.0,False
https://dailyremote.com/remote-job/sales-development-representative-3327572,410.0,False
https://courtney-mccarthy-r97j.squarespace.com/blog/2019/8/20/6-ways-yoga-can-bring-more-balance-to-your-workout-routine,404.0,False
https://dancepalace.org/event/from-the-belly-of-the-mother-a-day-long-poetic-dance-experience-with-suhaila-salimpour-nubia/,202.0,False
https://corecontour.com.au/pricing-2/,202.0,False
https://cosmoshealing.org/events-workshops-healing/restorative-meditation-gentle-sounds-reiki-healing-at-ascentiah-healing-center,404.0,False
https://danceworkshop.com.au/dance-classes/heels-classes/,200.0,False
https://deathcafe.com/deathcafe/19742/,200.0,True
https://dance-central.com.au/dc-fit-be-inspired-to-move/,202.0,False
https://crescentcityyoga.com/our-offerings/blog/,200.0,True
https://coyote-daisy-w8kd.squarespace.com/blog/2019/12/20/healthy-tips-for-the-holidays,200.0,True
https://copper-kangaroo-8dre.squarespace.com/workshops/breathwork-june24,404.0,False
https://cornet-rose-97ww.squarespace.com/pilates-reformer,404.0,False
https://deal.town/clayground-group/new-workshop-porcelain-moon-vase-w-evan-davis-PKQZDBEQN,200.0,False
https://cuboid-grasshopper-5w9d.squarespace.com/pricing,200.0,True
https://corerestore.co/treatments/hypertonic-pelvic-floor-treatment-in-caringbah/,200.0,False
https://dahlia-marlin-xjg9.squarespace.com/parties,200.0,False
https://delandpilates.com/,200.0,False
https://coyote-indigo-3475.squarespace.com/the-rx-pelvic-health,200.0,True
https://devotedheartyoga.com/prenatal/,202.0,False
https://cricket-jaguar-jjt4.squarespace.com/pain-relief-online-cohort-course,200.0,False
https://conanfitness.com/group/,200.0,True
https://contrabass-octahedron-nsll.squarespace.com/wellnessbooking,200.0,True
https://crenshawyogaanddance.com/schedule/,200.0,False
https://cowbell-sphere-fyb9.squarespace.com/karma-yoga/a-benefit-for-dogs-and-veterans,404.0,False
https://daronlarson.com/blog/tag/education,200.0,False
https://dachshund-decagon-c4pe.squarespace.com/private,200.0,False
https://destinationwilliamstown.org/event/outdoor-yoga-on-mount-greylock/,202.0,False
https://deer-finch-4kf4.squarespace.com/summer-solstice-celebrate-life,404.0,False
https://clementine-apricot-5xcg.squarespace.com/200-hour-certification,404.0,False
https://edensaltstudio.com/yoga/,200.0,True
https://diversityyoga.co.uk/yoga-breathe/,404.0,False
https://edgartownlibrary.assabetinteractive.com/calendar/off-site-full-moon-yoga-nidra/,,False
https://drivefitnessstudio.com/bootcamp/,202.0,False
https://dinosaur-cuboid-7xb7.squarespace.com/workshops-trainings/birth-story-sharing-circle,200.0,True
https://denim-pentagon-4j3b.squarespace.com/yoga,200.0,True
https://dance-dynamics.squarespace.com/brunswickfoundation,404.0,False
https://ec2-52-39-176-185.us-west-2.compute.amazonaws.com/kids-program/,,False
https://discoveringtara.com/events/rasayoga8/9/24,200.0,False
https://drjack.world/keyword-ranking/1176071/paypal+training+video,200.0,False
https://dogwoodstudioyoga.com/blog/tag/travel+yoga,200.0,True
https://dogwoodstudio.squarespace.com/blog/tag/Neuroplasticity,200.0,False
https://drogadomilosci.com/proces/,200.0,False
https://embodyschool.com/classes-1,200.0,False
https://dottirhotyoga.squarespace.com/workshops,200.0,True
https://dolphin-vanilla-k8sw.squarespace.com/our-prices,200.0,False
https://eggoftheuniverse.com/timetable/,202.0,False
https://downtoearthlondon.co.uk/workshops/,200.0,False
https://eagle-alpaca-bxh2.squarespace.com/field-trips-events/yoga-is-for-the-birds,404.0,False
https://canberrayogaspace.com.au/category/uncategorized/,200.0,True
https://downwarddog.com/class-schedule/,200.0,True
https://do713.com/events/arts-culture-events-houston/2024/01/26,200.0,False
https://earthworm-quillfish-g2gx.squarespace.com/events/yin-sound-july,200.0,True
https://enerjourney.nyc/,200.0,True
https://elk-halibut-99pd.squarespace.com/inward-outward,200.0,False
https://eastriverpilates.com/schedule,200.0,False
https://divinemetime.com/tag/receiving-compliments/,200.0,False
https://embody-breathwork.com/breathwork-events,200.0,False
https://en.trib3.nl/studios/netherlands/amsterdam/rozengracht/,200.0,False
https://elephant-bluebird-xect.squarespace.com/tejas-thoughts/yoga-for-the-teachers-schools-out-for-summer,200.0,True
https://elmotivola.com/events/tango-class-social,200.0,False
https://earthworm-saxophone-epza.squarespace.com/special-promotion,200.0,False
https://earthyogastudio.com/schedule,200.0,True
https://emu-blenny-2ted.squarespace.com/book-yoga,200.0,True
https://ellipsoid-butterfly-cw5b.squarespace.com/blog/category/workout,200.0,False
https://dimitrayoga.com/workshops/,200.0,True
